Customer_ID,Name,Age,Region,Plan_Type,Monthly_Fee,Signup_Date,Last_Active_Date,Churned,Churn_Date,Support_Tickets,Avg_Usage_Hours_per_Week,Churn,Customer_Lifetime,Tenure_Months,Signup_Month
CUST0387,Aishani Kadakia,42,Karnataka,Premium,599,2024-09-10,2024-11-04,1,2026-03-05,4,7.43,1,55,1.8333333333333333,2024-09
CUST0388,Warinder Bhandari,65,Maharashtra,Premium,999,2024-07-09,2026-01-22,0,,1,18.85,0,562,18.733333333333334,2024-07
CUST0389,Yadavi Ahluwalia,62,Tamil Nadu,Standard,599,2025-11-22,2026-03-10,0,,2,16.28,0,108,3.6,2025-11
CUST0390,Aarav Banik,22,West Bengal,Premium,599,2025-03-11,2025-04-14,0,,5,11.35,0,34,1.1333333333333333,2025-03
CUST0391,Saksham Dey,42,Delhi,Basic,599,2025-04-11,2025-07-27,1,2025-04-16,9,13.22,1,107,3.566666666666667,2025-04
CUST0392,Ojas Wadhwa,19,Delhi,Premium,599,2025-05-19,2025-09-29,1,2026-03-10,10,11.43,1,133,4.433333333333334,2025-05
CUST0393,Bhavini Kale,56,Delhi,Premium,999,2024-12-27,2025-08-10,1,2025-03-29,7,19.33,1,226,7.533333333333333,2024-12
CUST0394,Nidra Johal,55,Maharashtra,Premium,999,2025-06-07,2026-03-07,0,,4,17.07,0,273,9.1,2025-06
CUST0395,Nakul Konda,54,Delhi,Standard,599,2024-04-24,2025-04-03,1,2025-01-05,0,6.53,1,344,11.466666666666667,2024-04
CUST0396,Faqid Arya,62,Karnataka,Premium,199,2024-04-11,2025-03-10,1,2026-03-13,0,12.1,1,333,11.1,2024-04
CUST0397,Isaac Gera,18,Maharashtra,Standard,999,2025-04-23,2025-07-28,1,2025-12-27,9,9.62,1,96,3.2,2025-04
CUST0398,Arjun Zacharia,35,Delhi,Premium,599,2024-06-14,2024-08-02,1,2025-03-28,10,14.11,1,49,1.6333333333333333,2024-06
CUST0399,Azaan Baral,25,West Bengal,Standard,199,2025-11-13,2025-12-10,1,2026-01-04,0,14.73,1,27,0.9,2025-11
CUST0400,Gauri Krishnan,44,Delhi,Standard,199,2025-02-04,2025-09-24,1,2025-07-06,2,13.82,1,232,7.733333333333333,2025-02
CUST0401,Anay Datta,57,West Bengal,Basic,999,2025-07-26,2026-03-05,0,,0,18.12,0,222,7.4,2025-07
CUST0402,Isaac Ravi,35,Karnataka,Premium,999,2025-11-14,2025-12-12,0,,9,16.84,0,28,0.9333333333333333,2025-11
CUST0403,Ishanvi Yadav,18,West Bengal,Standard,199,2025-07-12,2026-03-27,0,,2,18.9,0,258,8.6,2025-07
CUST0404,Darsh Mahajan,65,West Bengal,Basic,199,2025-12-08,2026-02-15,0,,6,7.06,0,69,2.3,2025-12
CUST0405,Wishi Dara,39,West Bengal,Standard,399,2025-07-18,2025-11-10,0,,2,10.02,0,115,3.8333333333333335,2025-07
CUST0406,Nitara Reddy,45,West Bengal,Basic,199,2025-06-30,2026-01-23,0,,1,7.99,0,207,6.9,2025-06
CUST0407,Osha Mann,35,Karnataka,Standard,599,2025-05-26,2026-03-21,0,,7,5.27,0,299,9.966666666666667,2025-05
CUST0408,Mahika Mistry,44,Maharashtra,Premium,999,2025-01-29,2026-01-07,1,2025-07-15,2,15.95,1,343,11.433333333333334,2025-01
CUST0409,Yadavi Mahal,20,Karnataka,Standard,599,2025-11-06,2026-02-21,0,,7,10.48,0,107,3.566666666666667,2025-11
CUST0410,Bhavna Chaudhari,65,West Bengal,Premium,599,2025-11-26,2025-12-16,0,,4,12.21,0,20,0.6666666666666666,2025-11
CUST0411,Ekantika Wali,22,Karnataka,Basic,199,2024-06-14,2024-09-06,1,2024-07-07,5,3.08,1,84,2.8,2024-06
CUST0412,Veda Kamdar,59,Tamil Nadu,Premium,999,2026-01-16,2026-02-01,0,,10,1.79,0,16,0.5333333333333333,2026-01
CUST0413,Ranbir Bhakta,52,West Bengal,Standard,999,2026-01-11,2026-03-03,0,,5,19.51,0,51,1.7,2026-01
CUST0414,Manya Das,35,Maharashtra,Premium,599,2024-04-29,2025-02-18,0,,1,11.22,0,295,9.833333333333334,2024-04
CUST0415,Dhruv Mammen,58,Karnataka,Premium,599,2025-11-08,2025-12-17,1,2026-01-26,7,2.39,1,39,1.3,2025-11
CUST0416,Gunbir Shanker,50,Maharashtra,Basic,199,2024-09-20,2024-11-25,0,,7,14.53,0,66,2.2,2024-09
CUST0417,Geetika Chaudhary,61,Delhi,Premium,599,2024-08-22,2026-03-17,1,2025-11-01,3,7.23,1,572,19.066666666666666,2024-08
CUST0418,Pranit Sheth,58,Tamil Nadu,Standard,599,2024-06-14,2024-09-08,0,,8,2.21,0,86,2.8666666666666667,2024-06
CUST0419,Abdul Sarraf,43,Delhi,Premium,999,2025-12-04,2026-03-15,1,2026-02-06,9,18.6,1,101,3.3666666666666667,2025-12
CUST0420,Arjun Vora,26,Delhi,Basic,599,2025-08-18,2025-10-23,1,2026-03-11,10,18.5,1,66,2.2,2025-08
CUST0421,Sanya Kapadia,37,Delhi,Basic,199,2025-02-23,2025-04-16,0,,10,6.45,0,52,1.7333333333333334,2025-02
CUST0422,Ridhi Jayaraman,22,Tamil Nadu,Premium,999,2024-10-18,2025-06-02,0,,8,17.09,0,227,7.566666666666666,2024-10
CUST0423,Aashi Chowdhury,44,Karnataka,Standard,199,2025-04-11,2025-04-26,0,,7,18.16,0,15,0.5,2025-04
CUST0424,Bachittar Chopra,32,Maharashtra,Standard,999,2024-12-15,2025-02-28,1,2025-04-16,1,15.05,1,75,2.5,2024-12
CUST0425,Yasti Halder,50,Delhi,Standard,599,2024-10-01,2025-11-04,1,2025-01-28,7,3.28,1,399,13.3,2024-10
CUST0426,Zinal Kuruvilla,26,Delhi,Standard,599,2025-02-14,2025-12-29,0,,4,15.58,0,318,10.6,2025-02
CUST0427,Yatin Nigam,33,Delhi,Standard,199,2025-12-28,2026-03-15,0,,5,2.35,0,77,2.566666666666667,2025-12
CUST0428,Anjali Sunder,59,Tamil Nadu,Basic,199,2025-11-14,2025-11-23,0,,0,16.26,0,9,0.3,2025-11
CUST0429,Anita Anne,23,Maharashtra,Basic,399,2025-05-23,2025-09-06,1,2025-09-03,9,14.84,1,106,3.533333333333333,2025-05
CUST0430,Vedant Garg,59,Maharashtra,Premium,599,2024-08-21,2025-05-07,1,2025-02-27,3,1.25,1,259,8.633333333333333,2024-08
CUST0431,Nilima Banerjee,56,Delhi,Premium,199,2024-04-01,2024-10-28,0,,4,19.52,0,210,7.0,2024-04
CUST0432,Sanaya Sandal,48,Maharashtra,Premium,199,2025-07-03,2025-09-28,0,,5,2.19,0,87,2.9,2025-07
CUST0433,Anika Kibe,65,Delhi,Standard,599,2025-05-24,2026-02-09,0,,7,17.17,0,261,8.7,2025-05
CUST0434,Qushi Khatri,32,Delhi,Premium,599,2025-08-27,2025-12-29,1,2026-02-10,10,9.16,1,124,4.133333333333334,2025-08
CUST0435,Barkha Raju,44,Tamil Nadu,Basic,399,2024-06-27,2025-05-21,1,2024-09-24,8,10.77,1,328,10.933333333333334,2024-06
CUST0436,Ijaya Babu,19,Maharashtra,Premium,399,2025-03-03,2025-06-01,0,,4,11.79,0,90,3.0,2025-03
CUST0437,Ayush Lad,59,West Bengal,Basic,399,2025-05-18,2025-10-14,1,2026-01-05,2,12.41,1,149,4.966666666666667,2025-05
CUST0438,Vedhika Panchal,61,Karnataka,Standard,399,2024-07-21,2025-12-17,0,,2,7.88,0,514,17.133333333333333,2024-07
CUST0439,Chatura Chaudry,55,Delhi,Basic,199,2024-11-23,2025-12-13,0,,3,10.77,0,385,12.833333333333334,2024-11
CUST0440,Avni Nagy,37,Maharashtra,Basic,399,2024-04-20,2024-12-22,1,2025-04-21,10,13.96,1,246,8.2,2024-04
CUST0441,Irya Bajwa,30,Tamil Nadu,Basic,399,2025-09-23,2025-12-24,1,2025-11-15,8,9.48,1,92,3.066666666666667,2025-09
CUST0442,Manthan Prashad,57,Delhi,Basic,199,2025-03-13,2026-02-03,1,2025-06-09,0,12.73,1,327,10.9,2025-03
CUST0443,Rachita Raman,60,Tamil Nadu,Basic,399,2024-04-23,2024-11-06,0,,5,16.86,0,197,6.566666666666666,2024-04
CUST0444,Patrick Balay,54,West Bengal,Basic,999,2025-07-22,2026-01-30,1,2025-10-14,4,19.47,1,192,6.4,2025-07
CUST0445,Yadavi Date,33,West Bengal,Standard,199,2025-02-27,2026-03-14,0,,9,3.69,0,380,12.666666666666666,2025-02
CUST0446,Nakul Kota,21,Maharashtra,Standard,999,2025-02-01,2025-04-20,0,,5,19.88,0,78,2.6,2025-02
CUST0447,Nicholas Nagy,54,Karnataka,Basic,999,2025-08-10,2026-03-11,0,,7,15.76,0,213,7.1,2025-08
CUST0448,Anamika Kapur,42,West Bengal,Basic,199,2025-03-23,2025-08-31,1,2025-05-21,2,13.15,1,161,5.366666666666666,2025-03
CUST0449,Vasudha Malhotra,43,West Bengal,Basic,599,2025-09-06,2025-12-29,1,2026-03-27,2,18.68,1,114,3.8,2025-09
CUST0450,Vanya Keer,22,Maharashtra,Premium,199,2025-05-22,2025-11-26,0,,0,3.21,0,188,6.266666666666667,2025-05
CUST0451,Sneha Aurora,34,Maharashtra,Premium,999,2024-06-18,2025-08-07,0,,2,9.89,0,415,13.833333333333334,2024-06
CUST0452,Aarnav Sharaf,52,West Bengal,Premium,599,2025-04-30,2025-07-25,0,,8,10.82,0,86,2.8666666666666667,2025-04
CUST0453,Wishi Mann,25,West Bengal,Premium,199,2024-11-28,2025-07-09,1,2025-07-29,10,4.66,1,223,7.433333333333334,2024-11
CUST0454,Oliver Ahluwalia,24,Maharashtra,Basic,999,2024-09-17,2025-01-08,1,2026-02-22,7,19.44,1,113,3.7666666666666666,2024-09
CUST0455,Baghyawati Mistry,58,Tamil Nadu,Premium,199,2025-01-06,2025-12-01,1,2025-11-14,3,5.96,1,329,10.966666666666667,2025-01
CUST0456,Fiyaz Sridhar,40,Tamil Nadu,Basic,199,2025-01-01,2025-06-26,1,2026-01-01,7,1.77,1,176,5.866666666666666,2025-01
CUST0457,Jason Randhawa,26,West Bengal,Basic,999,2026-02-05,2026-03-31,0,,7,11.55,0,54,1.8,2026-02
CUST0458,Pranit Sanghvi,21,Tamil Nadu,Basic,999,2025-01-24,2025-03-13,0,,2,10.14,0,48,1.6,2025-01
CUST0459,Ishita Agrawal,43,West Bengal,Standard,199,2024-11-25,2024-12-13,1,2024-12-03,10,19.32,1,18,0.6,2024-11
CUST0460,Mohammed Kalla,56,Tamil Nadu,Standard,599,2025-02-05,2025-11-06,0,,6,3.31,0,274,9.133333333333333,2025-02
CUST0461,Upasna Char,56,West Bengal,Premium,199,2026-01-28,2026-03-01,0,,6,10.15,0,32,1.0666666666666667,2026-01
CUST0462,David Gera,54,Karnataka,Premium,599,2024-10-24,2025-12-13,1,2025-07-11,7,15.95,1,415,13.833333333333334,2024-10
CUST0463,Maanav Virk,35,Maharashtra,Basic,599,2026-01-22,2026-03-24,1,2026-01-23,4,18.12,1,61,2.033333333333333,2026-01
CUST0464,Ekantika Chahal,53,Maharashtra,Standard,999,2026-01-03,2026-03-31,0,,5,5.93,0,87,2.9,2026-01
CUST0465,Saanvi Gera,39,Delhi,Standard,399,2024-07-23,2024-07-30,0,,2,6.82,0,7,0.23333333333333334,2024-07
CUST0466,Nidra Devan,63,Karnataka,Premium,999,2025-07-11,2025-11-08,1,2025-10-08,7,12.64,1,120,4.0,2025-07
CUST0467,Maanas Sinha,55,Karnataka,Standard,599,2025-07-01,2025-08-24,0,,6,17.51,0,54,1.8,2025-07
CUST0468,Chakrika Sinha,60,Maharashtra,Standard,999,2025-03-07,2025-06-04,1,2026-01-22,4,2.0,1,89,2.966666666666667,2025-03
CUST0469,Warhi Dubey,35,Maharashtra,Standard,399,2025-04-07,2025-07-29,1,2025-06-17,4,19.33,1,113,3.7666666666666666,2025-04
CUST0470,Isha Ganguly,19,West Bengal,Premium,199,2024-08-14,2025-08-06,1,2025-05-14,1,8.32,1,357,11.9,2024-08
CUST0471,Nikita Ramesh,53,West Bengal,Premium,199,2025-10-13,2026-03-24,1,2025-12-09,7,19.7,1,162,5.4,2025-10
CUST0472,Avi Bobal,64,Karnataka,Basic,199,2024-06-21,2025-02-15,1,2025-05-03,1,15.31,1,239,7.966666666666667,2024-06
CUST0473,Yug Anand,43,Karnataka,Standard,599,2024-06-14,2025-08-19,0,,0,2.33,0,431,14.366666666666667,2024-06
CUST0474,Ekani Nagi,52,Maharashtra,Premium,599,2024-11-24,2026-03-22,0,,8,9.4,0,483,16.1,2024-11
CUST0475,Elijah Barad,60,Tamil Nadu,Basic,399,2025-12-21,2025-12-30,0,,7,5.52,0,9,0.3,2025-12
CUST0476,Aarav Merchant,43,West Bengal,Premium,199,2025-02-16,2025-06-22,1,2026-01-27,7,13.08,1,126,4.2,2025-02
CUST0477,Ekaja Ahuja,30,Tamil Nadu,Basic,599,2025-06-15,2026-02-01,0,,2,14.7,0,231,7.7,2025-06
CUST0478,Warjas Gaba,55,Delhi,Premium,399,2025-08-17,2025-10-07,0,,2,1.21,0,51,1.7,2025-08
CUST0479,Vedant Kamdar,28,Tamil Nadu,Premium,399,2025-02-05,2026-01-07,0,,2,7.77,0,336,11.2,2025-02
CUST0480,Vrishti Amble,42,Tamil Nadu,Basic,399,2024-07-10,2025-06-28,0,,7,12.25,0,353,11.766666666666667,2024-07
CUST0481,Madhav Kannan,36,Maharashtra,Premium,199,2025-11-16,2026-01-01,0,,3,14.51,0,46,1.5333333333333334,2025-11
CUST0482,Abhiram Hayre,59,Delhi,Premium,399,2024-06-25,2025-10-15,1,2025-01-03,0,8.72,1,477,15.9,2024-06
CUST0483,Veer Brar,22,Delhi,Standard,999,2024-05-13,2026-03-12,0,,7,10.01,0,668,22.266666666666666,2024-05
CUST0484,Udant Bumb,37,Delhi,Basic,999,2025-12-12,2025-12-21,1,2026-01-09,9,3.47,1,9,0.3,2025-12
CUST0485,Indira Nagi,59,Delhi,Standard,999,2025-06-22,2025-10-28,0,,2,15.07,0,128,4.266666666666667,2025-06
CUST0486,Warinder Solanki,52,Maharashtra,Basic,399,2025-02-17,2025-04-17,0,,3,17.81,0,59,1.9666666666666666,2025-02
CUST0487,Gaurangi Pandya,54,Karnataka,Standard,999,2024-06-16,2024-08-18,0,,7,7.02,0,63,2.1,2024-06
CUST0488,Ojas Chandran,20,Delhi,Basic,199,2025-12-15,2025-12-17,1,2026-03-06,5,18.17,1,2,0.06666666666666667,2025-12
CUST0489,Tanmayi Mistry,55,Karnataka,Basic,199,2024-09-05,2025-07-09,0,,4,6.24,0,307,10.233333333333333,2024-09
CUST0490,Aarini Sekhon,29,West Bengal,Basic,599,2025-09-18,2026-01-18,1,2025-10-04,5,5.88,1,122,4.066666666666666,2025-09
CUST0491,Aahana Walla,44,Maharashtra,Basic,399,2025-07-17,2026-01-07,1,2025-10-15,8,15.28,1,174,5.8,2025-07
CUST0492,Isaac Agrawal,60,West Bengal,Standard,999,2024-11-10,2024-12-25,0,,4,10.47,0,45,1.5,2024-11
CUST0493,Fitan Deep,32,Tamil Nadu,Premium,399,2026-02-15,2026-03-06,0,,0,16.81,0,19,0.6333333333333333,2026-02
CUST0494,Finn Thaker,27,West Bengal,Premium,999,2025-12-12,2026-02-22,0,,10,17.84,0,72,2.4,2025-12
CUST0495,Kala Rajagopal,18,Maharashtra,Premium,999,2024-05-01,2025-03-25,0,,6,6.76,0,328,10.933333333333334,2024-05
CUST0496,Rehaan Banerjee,56,Delhi,Basic,999,2024-05-25,2024-08-07,1,2025-04-02,8,8.93,1,74,2.466666666666667,2024-05
CUST0497,Amruta Gandhi,28,Tamil Nadu,Premium,599,2024-05-13,2026-02-28,1,2024-10-15,3,17.38,1,656,21.866666666666667,2024-05
CUST0498,Sarthak More,55,Karnataka,Premium,399,2024-07-03,2025-12-18,1,2025-01-22,7,10.73,1,533,17.766666666666666,2024-07
CUST0499,Gaurangi Tiwari,25,Tamil Nadu,Standard,599,2024-06-27,2024-09-18,1,2024-10-07,0,19.83,1,83,2.7666666666666666,2024-06
CUST0500,Krish Srivastava,25,Tamil Nadu,Premium,599,2025-07-26,2025-10-24,0,,0,3.97,0,90,3.0,2025-07
